,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
14615,2013,2016,6JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,587.0,Tech,,,,Yes
14616,2013,2016,,Paroled to Detainer - INS,White - Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14617,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,844.0,New,D Felony,Drug,Trafficking,No
14618,2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,1009.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
14619,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14620,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14621,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14622,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14623,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14624,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14625,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14626,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,967.0,New,C Felony,Drug,Trafficking,No
14627,2013,2016,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14628,2013,2016,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14629,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
14630,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,147.0,New,Aggravated Misdemeanor,Property,Theft,Yes
14631,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14632,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14633,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14634,2013,2016,,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14635,2013,2016,,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14636,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,242.0,New,D Felony,Property,Forgery/Fraud,Yes
14637,2013,2016,7JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,951.0,New,D Felony,Drug,Trafficking,Yes
14638,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,C Felony,Property,Theft,No,,No Recidivism,,,,No
14639,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
14640,2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14641,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,B Felony,Other,Other Criminal,Yes,286.0,New,C Felony,Drug,Trafficking,Yes
14642,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,Yes,193.0,Tech,,,,Yes
14643,2013,2016,8JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,Yes,314.0,Tech,,,,Yes
14644,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Kidnap,No,,No Recidivism,,,,Yes
14645,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
14646,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
14647,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
14648,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
14649,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
14650,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14651,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14652,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14653,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14654,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,237.0,Tech,,,,Yes
14655,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
14656,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14657,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Arson,Yes,245.0,New,Serious Misdemeanor,Public Order,OWI,Yes
14658,2013,2016,1JD,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14659,2013,2016,1JD,Parole Granted,White - Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,246.0,Tech,,,,Yes
14660,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14661,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14662,2013,2016,8JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes,93.0,Tech,,,,Yes
14663,2013,2016,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,120.0,Tech,,,,Yes
14664,2013,2016,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,45-54,Female,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
14665,2013,2016,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,Yes,330.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
14666,2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
14667,2013,2016,6JD,Parole Granted,Asian or Pacific Islander - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
14668,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,989.0,New,D Felony,Public Order,OWI,Yes
14669,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,608.0,Tech,,,,Yes
14670,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,368.0,New,D Felony,Public Order,Weapons,Yes
14671,2013,2016,7JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
14672,2013,2016,2JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes
14673,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,45-54,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14674,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,892.0,New,C Felony,Drug,Trafficking,Yes
14675,2013,2016,3JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,No,,No Recidivism,,,,Yes
14676,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,1003.0,Tech,,,,Yes
14677,2013,2016,2JD,Paroled to Detainer - Iowa,White - Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14678,2013,2016,5JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
14679,2013,2016,5JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
14680,2013,2016,8JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Other Violent,No,,No Recidivism,,,,Yes
14681,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
14682,2013,2016,,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14683,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14684,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14685,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14686,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14687,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14688,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14689,2013,2016,,Parole Granted,White - Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14690,2013,2016,5JD,Parole Granted,White - Hispanic,45-54,Male,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
14691,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,1043.0,New,C Felony,Drug,Trafficking,Yes
14692,2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
14693,2013,2016,3JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,131.0,Tech,,,,Yes
14694,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,102.0,Tech,,,,Yes
14695,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14696,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
14697,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
14698,2013,2016,6JD,Paroled w/Immediate Discharge,Asian or Pacific Islander - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14699,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14700,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14701,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14702,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,Yes
14703,2013,2016,,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14704,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
14705,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,Under 25,Female,C Felony,Property,Theft,Yes,833.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
14706,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,386.0,Tech,,,,Yes
14707,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,847.0,New,Aggravated Misdemeanor,Property,Burglary,Yes
14708,2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14709,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,298.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
14710,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,B Felony,Property,Arson,No,,No Recidivism,,,,Yes
14711,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
14712,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
14713,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,175.0,Tech,,,,Yes
14714,2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
14715,2013,2016,,Released to Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,Yes
14716,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,624.0,New,C Felony,Drug,Trafficking,Yes
14717,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
14718,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14719,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14720,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14721,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,1064.0,New,A Felony,Violent,Kidnap,Yes
14722,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
14723,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,35-44,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
14724,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14725,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14726,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14727,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,331.0,New,A Felony,Violent,Murder/Manslaughter,Yes
14728,2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
14729,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,609.0,New,D Felony,Drug,Trafficking,Yes
14730,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
14731,2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
14732,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
14733,2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,430.0,New,D Felony,Public Order,Other Public Order,No
14734,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
14735,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Murder/Manslaughter,Yes,659.0,New,D Felony,Public Order,Traffic,Yes
14736,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14737,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14738,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
14739,2013,2016,,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
14740,2013,2016,5JD,Parole Granted,White - Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
14741,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14742,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,167.0,Tech,,,,Yes
14743,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,490.0,Tech,,,,Yes
14744,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,521.0,New,D Felony,Violent,Assault,No
14745,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
14746,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14747,2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,321.0,New,C Felony,Violent,Other Violent,No
14748,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14749,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
14750,2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,1015.0,New,Serious Misdemeanor,Drug,Drug Possession,Yes
14751,2013,2016,4JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
14752,2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
14753,2013,2016,4JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
14754,2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,71.0,Tech,,,,Yes
14755,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,1023.0,New,Serious Misdemeanor,Violent,Assault,Yes
14756,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
14757,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,302.0,New,D Felony,Property,Burglary,Yes
14758,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14759,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14760,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
14761,2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Property,Arson,No,,No Recidivism,,,,Yes
14762,2013,2016,8JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
14763,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,224.0,Tech,,,,Yes
14764,2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
14765,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,568.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
14766,2013,2016,4JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,59.0,Tech,,,,Yes
